unit,geo,time,value,flag,crux_ingestion_dt,crux_supplier_implied_dt,crux_delivery_id,crux_resource_id
I00,DK,2002,100.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2003,104.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2004,97.5,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2005,93.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2006,100.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2007,94.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2008,90.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2009,91.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2010,87.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2011,84.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2012,78.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2013,81.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2014,77.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2015,72.5,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2016,73.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2017,67.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,DK,2018,67.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2000,100.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2001,98.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2002,100.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2003,101.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2004,100.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2005,100.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2006,98.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2007,107.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2008,97.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2009,93.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2010,105.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2011,104.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2012,99.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2013,98.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2014,101.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2015,92.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2016,92.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2017,102.5,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EE,2018,89.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2000,100.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2001,99.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2002,97.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2003,98.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2004,97.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2005,99.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2006,98.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2007,100.1,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2008,96.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2009,95.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2010,94.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2011,96.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2012,93.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2013,93.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2014,89.5,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2015,85.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2016,81.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2017,83.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EL,2018,81.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2000,100.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2001,97.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2002,101.5,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2003,99.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2004,99.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2005,102.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2006,99.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2007,99.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2008,95.1,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2009,92.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2010,87.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2011,88.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2012,87.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2013,84.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2014,86.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2015,88.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2016,83.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2017,84.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,ES,2018,83.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2000,100.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2001,99.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2002,99.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2003,98.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2004,97.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2005,96.5,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2006,95.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2007,95.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2008,94.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2009,93.1,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2010,91.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2011,91.5,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2012,90.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2013,89.5,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2014,88.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2015,88.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2016,88.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2017,86.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU27_2020,2018,85.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2000,100.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2001,99.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2002,99.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2003,98.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2004,97.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2005,96.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2006,96.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2007,96.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2008,94.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2009,93.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2010,92.6,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2011,92.1,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2012,91.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2013,90.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2014,89.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2015,88.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2016,87.7,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2017,86.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,EU28,2018,84.9,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,FI,2000,100.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,FI,2001,107.3,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,FI,2002,106.5,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,FI,2003,113.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,FI,2004,105.8,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,FI,2005,94.0,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,FI,2006,104.2,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
I00,FI,2007,102.4,,2020-06-23T23:03:43.833455,2020-06-23T23:00:00,8066214f763d9d7377fc91398709502a205bd423a1e8a4eb8f2af7b1091cbcfe.0,EQP-TucKy8DVu6ho7nN5GCj8Qg
